price,bedrooms,sqft_living,floors
825000,4,3620,2.5
343500,3,1660,1
273500,4,1360,1
1.00E+06,3,2044,2
770000,5,2370,1.5
400000,3,1170,1.5
225000,3,1660,1
345000,4,2020,1
450000,3,2530,2
334850,2,870,1
605000,5,3670,1
760000,5,3180,2
390000,2,1870,1.5
488000,3,1940,2
3.30E+06,3,4220,1
1.06E+06,5,4820,2
608000,3,2400,2
1.39E+06,3,2930,2
299950,2,800,1
818000,3,2200,2
355000,3,2400,1
1.86E+06,5,5570,2
660000,3,1980,3
2.37E+06,3,3530,1
1.21E+06,4,3430,2
255950,3,1720,2
475000,3,1930,1
362950,4,2140,1
452000,3,1110,1
315000,3,1970,1
330950,3,1630,2
535000,5,2520,2
479000,4,2270,1.5
340000,3,1212,3
312000,4,1890,1
305000,3,1370,2
270000,3,1770,2
529999,3,1710,2
587100,2,1190,1
459800,3,1690,1
451000,4,1680,1
2.48E+06,3,4340,2
525000,3,2040,2
250000,2,1110,1
475000,5,2040,2
235000,4,1920,1
230000,3,1330,1
581000,4,1630,1.5
415000,3,1520,1
522500,3,1520,1
383000,3,1340,1
315000,3,2500,1
591000,3,1460,2
750000,4,3140,2
430000,3,2150,1
712000,4,3140,1.5
510000,3,2310,1
480000,2,710,1
538000,3,1460,1
464000,2,730,1
476000,3,1440,2
349500,3,1130,1
270000,3,1810,2
740000,3,2710,2
395000,4,2740,2
498000,3,1690,2
339900,3,1470,2
539000,3,2830,2
400000,3,1410,1
225000,3,2170,1
330000,3,1340,1.5
1.39E+06,3,2480,2
490000,3,1990,1
260000,4,2240,1
469900,4,2990,2
493000,6,2120,1.5
740000,4,2920,2
148900,4,1700,1
475000,2,1620,2
415000,2,760,1
229500,3,1230,1
1.36E+06,5,4960,2
385000,4,2030,1
230000,3,1830,1
425000,2,970,1
189900,2,1000,1
238000,2,750,1
968060,4,2620,1
921000,4,2220,1
380000,5,3000,1
285000,1,1060,1
449000,4,1980,2
625000,4,1600,1.5
318989,4,2000,1
445000,3,1310,2
750000,3,1120,1
959000,3,3320,1
330000,3,2370,2
425000,2,830,2
280000,3,940,1
476500,4,2250,2
556000,3,2020,2
1.86E+06,4,5240,2
637000,4,4083,2
405000,3,1450,1
397000,5,1170,1
895990,4,3555,2
259000,3,1610,2
420000,2,960,1
518000,3,1680,2
425000,3,1380,1
182500,2,1040,1
549900,3,1380,1.5
445000,3,1850,1
452000,2,1740,1
715000,5,1920,1
559000,3,2010,2
3.30E+06,5,8020,2
250000,4,1860,1
1.23E+06,5,4390,2
276500,4,2380,1
440000,4,2880,2
543200,6,2820,1.5
250000,1,750,1
625000,4,1750,1
530100,3,1540,1.5
549900,2,1140,2
430000,4,1560,1
835000,3,2960,2
409500,4,2140,1
329000,4,1600,1
940000,4,2080,1.5
539950,3,1560,1.5
579950,4,2880,1
881000,5,2510,1.5
362500,3,960,1.5
243950,2,1120,1
658000,4,3310,2
218250,3,1080,1
655000,4,2860,2
255000,3,1490,1
215000,3,1210,1
1.27E+06,3,2240,1.5
2.92E+06,4,4575,2.5
424305,3,1600,2
494000,4,2090,1.5
560000,4,2260,2
130000,3,1200,2
468000,4,2480,1.5
480000,5,2240,1
475000,3,1550,1.5
285000,4,2130,1
765000,5,2870,1
208000,2,1160,1
372000,3,2430,2
470000,2,900,1
451000,5,2830,1.5
442200,4,1620,1
330000,4,2510,2
335000,3,1790,1
280000,3,1640,1
625000,3,2240,1
345000,3,1870,2
255950,4,1500,1
570000,4,1490,1.5
685000,3,2230,2
273148,3,1710,1
246500,3,1620,2
349950,5,2250,1
545000,4,1700,1
403000,3,1502,3
299950,4,1900,2
792000,3,3320,1
418000,5,1980,1
332500,4,1670,1.5
337000,3,2235,1
212000,2,1070,1
542000,2,1800,2
622500,4,2980,2
260000,3,1670,1
525000,3,2620,1
975000,5,5470,2
1.14E+06,4,3080,1
500000,3,940,1
554000,5,1870,1
343000,4,2070,2
515000,2,950,1
492000,2,1290,1
655000,4,2570,1
290000,3,1600,2
952500,4,2550,2
235000,2,1010,1
323000,3,1720,1
1.05E+06,3,2200,2
265000,0,384,1
200000,2,1400,1.5
419995,3,1830,1
1.50E+06,3,3110,1
455000,3,1600,2
660000,3,3600,2
319000,3,1390,1
390000,3,2092,1
718500,3,1200,1
474000,2,1090,1
615750,4,2140,2
551000,3,2010,2
230000,3,1500,1
790000,4,3500,2
1.23E+06,3,2660,3
325000,3,1440,2
705000,4,2780,2
259000,4,1580,2
306000,3,1250,1
315000,3,970,1
392500,3,1100,1
1.07E+06,4,3240,2
350500,2,1290,3
825000,4,3810,2
235000,4,1500,1.5
650000,3,2660,1
675000,4,2400,1
265000,4,1860,1
822500,2,1450,1
705000,3,2260,2
2.63E+06,6,5540,2.5
685000,2,1300,1
630000,4,1610,2
1.25E+06,4,3820,2
359000,4,1820,1
784500,4,5820,2
850000,3,2470,2
410000,3,3040,2
252000,4,1120,1
618000,5,1880,1
265000,3,1070,1
465000,3,1560,1
240000,2,870,1
217000,3,1000,1
415000,4,2520,1.5
274000,2,1700,1
420000,5,2150,1
1.06E+06,4,1590,1.5
1.42E+06,4,4670,2
618500,3,1800,1
295000,3,1670,1
400000,3,1010,1
595000,3,2550,2
1.73E+06,4,3700,1
261000,3,1350,1
780000,5,1660,1.5
589000,3,1390,1
230000,3,1720,1
690000,4,2980,2.5
524000,4,2190,2
380000,2,1230,2
357500,3,1000,1
330000,3,2500,1
635000,5,2240,1
934000,9,2820,2
358500,2,1400,2
401000,3,1470,1
270000,3,1820,1
705000,4,2060,1
325000,3,1670,1
384950,3,1540,1
310000,3,1210,1
829950,4,3430,2
353000,3,2550,2
170500,2,1060,1
885250,4,3670,2
2.70E+06,4,4420,2
245000,3,1550,1
469000,3,1190,3
455000,3,1300,1.5
305000,4,2430,2
840000,7,4290,1.5
905000,5,3500,2
219200,3,1680,1.5
455000,3,1250,1
195000,2,1020,1
799000,3,1510,2
285000,2,910,1
300000,3,1320,1
83000,2,900,1
220000,2,890,1
174500,2,1240,2
695000,4,2960,2
255000,3,1020,1
539000,5,2590,1
552700,2,1100,1
571500,3,1300,1
263700,3,1200,1
3.30E+06,8,7710,3.5
186950,2,1390,2
520000,3,1430,2
358000,3,1250,1
210000,2,840,1
3.65E+06,5,5020,2
543000,4,2060,2
330000,4,2000,1
529000,3,1530,1
295000,1,700,1
365000,3,950,1
473000,3,1380,3
403500,3,1830,1
544000,3,1790,1.5
621000,3,1340,1.5
672600,3,1520,2
689800,2,1370,1
613000,3,1470,1
808000,4,2500,2
301000,3,1060,1
340000,3,1210,1
206000,3,920,1
550000,3,1340,1
325000,2,960,1.5
475000,3,1630,2
432100,3,1840,1
359000,3,3085,1
490000,3,920,1
648360,4,2260,1
340000,3,1730,1
545000,3,1610,1
115000,2,550,1
705640,3,2400,1
300000,3,1960,2
1.65E+06,4,3190,1
1.14E+06,4,3160,2
280000,3,1550,1.5
245000,4,1930,1
564000,4,1170,1.5
849000,3,2520,1
698000,3,1220,1
319000,3,960,1
1.45E+06,3,4110,1
695000,4,3310,2
680000,4,2220,1
287500,4,2250,2
465000,3,1510,2
335000,3,1350,1
602000,4,2420,1
482000,3,2950,2
220000,5,1260,1.5
206000,4,1700,1
1.10E+06,4,3320,2
491150,3,1470,2
390000,4,2500,1
393000,4,2641,2
635000,4,2260,2
490000,2,1160,1
770000,4,3680,2.5
665000,2,1615,1.5
287000,3,1250,1
410000,3,1230,1
562000,3,2510,1
475000,2,1540,2
387500,3,1860,3
580000,5,2700,1
930000,3,3290,2
625000,3,2700,1
325000,3,1570,1
235000,3,1950,1
450000,2,1380,1
745000,4,2410,1.5
223000,4,1200,1
630000,4,1770,1
413450,3,1540,3
720000,5,2860,2
339000,3,1740,1
1.12E+06,4,2830,1.5
839000,5,4280,2
2.95E+06,4,3890,2
568000,4,2340,1
269000,3,1410,1
382000,2,1350,1
574000,2,1100,2
405000,3,2070,2
572000,3,2360,1
675000,4,2760,2
165000,4,1220,1.5
260000,4,1220,1.5
196000,3,1220,1
515000,3,3020,2
810000,4,3470,2
365650,4,2380,2
651000,3,2260,2
240000,2,720,1
299000,3,1730,1
768000,3,2660,2
397380,2,1030,1
476000,4,2890,1
315000,3,890,1
240000,3,1410,1
325000,2,810,1
160000,3,1370,2
435000,3,2260,2
427500,3,1430,1
450000,5,2510,1
688000,3,1760,1.5
285000,4,1430,1
530000,3,1510,3
195000,4,1320,1
250200,3,1180,1
1.10E+06,3,1560,1
732500,3,2470,2
194250,3,2190,1
526000,4,1610,1
520000,4,2700,2
526000,3,1530,1
1.14E+06,5,7320,2
202000,2,920,1
645500,4,2990,2
570000,1,720,1
325000,3,1750,1.5
725000,2,2410,2
192000,3,1240,1
560000,2,1010,1
283450,5,2770,1
863000,4,2800,1
815000,4,1400,2
245000,2,1020,1
1.32E+06,4,2860,1
1.16E+06,4,4270,2
480000,3,2270,2
600000,4,2560,2
329950,2,900,1
299500,4,2010,2
460000,3,1690,1
515000,5,2310,2
405000,3,1520,3
483000,4,1220,1.5
377000,4,2170,2
568000,4,2790,1
355000,2,1760,1
640000,4,2100,1.5
270000,4,1430,1
559950,5,2450,2
515000,4,1820,1
352000,4,1850,1
595888,3,1870,1
588000,4,2580,2
1.05E+06,4,3680,1
260000,3,1750,2
1.60E+06,4,3890,2
380000,2,1000,1
802000,2,2210,1
1.33E+06,4,2850,2.5
710000,4,2460,2
600000,3,2630,2
707900,3,1750,2
179950,2,1100,1
683000,4,2620,2
222400,3,1200,1
517000,2,1920,1
410000,3,1690,1
480000,3,1680,1
430000,3,3440,1.5
439950,5,2190,1
797500,4,3270,2
379000,4,1280,1.5
575000,1,1310,1.5
247500,3,1660,1
385000,4,2700,2
423000,4,1940,1
550000,3,1520,1
415000,4,1620,1.5
693000,3,2090,1
543000,2,1070,1
465000,5,2000,1
280000,3,1020,2
1.39E+06,3,2400,3
665000,6,2480,2
237950,3,1310,1
440000,4,2420,1
618000,2,1890,1
572000,3,1860,1.5
725000,3,2500,1.5
454000,3,1970,1
535000,4,1660,1.5
249000,3,1850,1
395000,4,1970,1
690000,3,1890,1
526500,3,1310,1
325000,4,1870,2
495000,3,1520,2
825000,5,3070,2
383000,3,1400,1.5
320000,3,1960,1
475000,3,2680,1
275000,3,2030,2
1.15E+06,2,2320,1.5
455000,3,1760,1
262000,5,1870,1
390000,4,1280,1
300000,3,1730,1
746300,3,2060,1
267000,3,1030,1
525000,3,1720,1.5
570000,3,1210,1
360000,4,2620,1
1.05E+06,3,1860,1
699950,3,2510,2
375000,4,2040,1.5
625000,4,2410,1
464050,2,780,1
470000,5,2210,1
330000,4,1590,1
537000,4,2230,1
250000,3,1560,1
835000,4,2950,2
770000,4,1480,1.5
650000,4,2850,1.5
335000,3,2390,1
350000,3,1740,1
415000,5,2060,1
788000,4,2680,2
640000,4,3150,1.5
388000,4,2440,2
360000,6,2230,1
692500,6,2230,1
425000,4,1600,1.5
645000,4,1600,1.5
340000,3,1580,1.5
713000,4,2840,1
430000,3,2550,2
280000,3,1700,1
215000,3,1470,1.5
306000,3,1680,2
299900,3,1110,1
534000,5,2120,1
1.16E+06,3,2380,2
1.17E+06,3,2670,2
199990,2,890,1
946000,4,3140,1
295000,4,1260,1.5
475000,2,920,1
750000,5,2990,2
1.23E+06,4,3120,2
183500,3,1010,1
450000,2,1010,1
180000,3,1020,1.5
707000,5,3540,2
230000,2,900,1
192500,3,1100,1
309000,3,1990,2
759000,3,1980,1
1.12E+06,4,4040,2
462000,5,1250,1
229000,4,1820,1.5
399950,2,1140,2
325000,5,1730,1
512000,2,1170,3
410000,5,2910,2
210000,2,970,1
325000,4,2130,1
685000,3,2520,1
488000,2,1360,1
247500,3,1620,1
489000,4,2120,1
725000,4,2700,1
199950,3,1370,1.5
670000,5,2520,2
275000,3,1540,1
1.00E+06,3,2610,2
255000,3,1490,1.5
465000,3,2760,1
259000,3,1260,1
695000,3,2630,2
505000,3,1800,1
631500,2,1130,1
630500,3,1180,1.5
999000,4,2800,2
740000,3,1830,1
650000,3,2220,1.5
554000,2,1870,1
400000,3,2580,1.5
529941,3,1660,1
310000,3,1330,1.5
389000,3,1330,1.5
731781,3,2630,2
502501,2,1100,1
443000,3,1810,1
607000,3,2060,1
2.15E+06,3,4660,2
585000,4,2370,1
1.03E+06,3,2430,2
315000,3,1880,2
180000,2,1150,1
322500,3,1350,1
568500,3,2180,1
813000,4,3370,1
1.09E+06,5,3650,1
424000,4,2100,2
235000,2,670,1
740000,3,2420,2
415000,1,760,1
432000,3,2200,1
1.27E+06,5,4410,2
676500,3,1300,1
419000,2,720,1
650000,3,2180,2
239000,2,1130,1
900000,4,2230,2
330000,5,2100,1
510000,3,2060,1
465000,4,3060,2
1.70E+06,3,2810,2
490000,3,2550,1
2.68E+06,5,4290,2
1.00E+06,3,3040,1
469950,4,2530,2
536000,3,1300,1.5
244950,4,1790,1
575000,3,1530,1
361000,5,2380,1
650000,5,2400,1
230005,2,1030,1
293000,4,3250,1
445000,3,1970,1
280000,4,1940,1
520000,3,1850,1
780000,4,3900,2
625000,3,3160,1
239950,3,1440,1
335000,3,2040,1
612000,3,2120,2
200000,2,830,1
345000,3,3140,1
520000,4,2410,1
855000,4,2190,2
567500,4,2190,1
208000,3,1210,1
452000,3,1880,1
555000,3,2410,2
519000,5,2620,1
474950,3,1850,2
419000,3,1760,1
390000,2,860,1
539000,7,2620,2
569000,4,2400,1
611000,3,1850,1.5
760000,3,4040,2
732000,3,1940,1
1.68E+06,3,3490,2
919950,5,3170,2
400000,4,2530,1
785000,4,3230,2
835000,3,2120,2
640500,2,1640,1
310000,4,2130,2
355000,4,1440,1.5
685000,3,1940,1
202500,3,1120,1
540000,3,2400,2
295000,4,1810,2
518000,3,1270,1.5
250000,2,1350,1
330000,2,1550,1.5
481000,2,1620,1
898000,3,2650,1
570000,5,2510,1.5
475000,4,2040,2
265000,3,1660,2
380000,3,1980,2
790000,4,2690,2
620000,2,2910,2
709050,4,2720,2
296500,3,1280,1
475000,3,2160,2
440000,3,1760,1
405000,2,800,1
269500,2,930,1
520000,5,2040,1
229500,1,1180,1
335000,4,2000,1
680000,4,3310,2
1.39E+06,4,3130,2
740000,4,2300,1
270000,3,2140,1
510000,4,2210,1.5
300000,2,970,1
1.30E+06,5,2690,1
675000,4,1890,1.5
925850,6,3140,2
255500,2,1440,1
450000,3,2910,2
280000,3,1310,1
245000,4,2140,2
344950,3,1090,1
381000,3,1330,1
1.95E+06,4,4690,2
1.50E+06,3,1910,1
232603,3,1750,2
220000,5,1760,1.5
600000,4,1810,1
239000,3,1360,2
400000,3,1730,1
2.18E+06,6,4710,2
350000,3,1010,1
562000,3,2400,2
380000,3,1540,1
511200,4,1480,1
680000,4,2520,2
350000,3,1210,2
410000,5,2670,1
1.05E+06,4,3030,1.5
391265,3,1440,1
1.41E+06,4,3250,2
575000,3,1750,1
316000,4,2120,2
165000,3,1050,1.5
850000,3,1950,1.5
210000,3,1020,1
325000,4,1820,1
682000,4,2390,2
430000,3,1400,2
325500,3,1540,1
385000,3,2370,1
435000,1,670,1
550000,4,2420,2
400000,3,1000,1
503000,4,2100,1
676000,4,2800,2
180000,3,940,1.5
234000,3,1640,1.5
734200,4,2760,1.5
920000,3,3660,2
1.92E+06,4,3070,1
224000,3,1100,1
1.40E+06,3,3130,1
185000,3,1320,1
554600,3,1470,1.5
268000,3,1480,1
675000,4,2260,1
620000,4,2210,1
396450,3,1540,1
565000,5,1910,1
410000,3,1760,1
1.19E+06,4,2240,1.5
716125,3,2110,1
225000,2,1396,1
640000,4,3040,2
374000,2,1140,1
415000,4,1780,1
592500,4,3370,1
365000,3,1484,3
600000,4,2230,1
465000,4,2820,2
254999,3,1580,1
279000,4,2040,2
460000,3,2720,2
507000,4,1490,2
291000,3,1560,1
350000,2,830,2
90000,3,980,2
329000,3,1980,1
909000,4,3680,2
187000,2,860,1
580000,3,1850,1
345000,3,1620,2
497000,4,2240,2
345000,3,1010,1.5
313500,3,1610,1
910000,3,2720,2
399950,3,2080,1
268000,4,1930,1
559000,4,2250,1
309000,3,1980,1
410000,3,1960,2
259000,3,1320,1
950000,5,2940,2
320000,4,1460,1.5
1.15E+06,4,2330,1
394250,3,2620,1
315000,1,700,1
480000,2,1140,1
556000,3,2750,2
450000,3,2480,2
420000,3,1130,1
890000,6,2770,1
295000,4,1710,1
410000,4,2150,2
308900,3,2250,2
1.16E+06,4,2960,1
665000,2,2300,1
577000,3,1740,1
959000,3,2830,3
471000,2,1240,1
560000,3,2180,2
955000,5,2510,2
1.24E+06,7,6630,2
579000,3,2300,1
335000,4,3220,2
485000,3,2270,2
552000,3,1840,1
950000,4,3820,2
203700,3,1660,1
412000,4,3360,2
237500,3,1350,1
866800,4,2970,2
425000,3,1000,1
200000,3,1190,1
280000,3,1670,1
140000,3,1200,2
370000,5,2250,1
550000,2,1040,1
1.41E+06,2,3180,2
1.51E+06,2,3180,2
510000,4,2040,1
351000,3,1160,1
210000,3,880,1
449999,4,2290,1.5
137000,3,950,1
270000,3,1010,1
540000,3,3100,1
565000,5,2560,1
940000,4,2430,2.5
385000,2,830,1
400000,3,2090,1
365000,3,2030,1
353250,2,1060,2
455000,2,1090,1
475000,4,3400,2
571500,4,1920,1
441000,2,1150,1
810000,6,3970,1
550000,3,1880,2
736000,2,1500,1
375000,3,2190,1
717500,3,2530,2
581000,2,1930,1
629000,3,1510,2
3.80E+06,3,5510,2
225000,3,1100,1
315000,3,1730,2
425000,3,1480,3
346500,3,1150,1
550000,3,1950,1
565000,3,2380,1
1.00E+06,4,3100,1.5
400000,2,2010,1.5
724950,4,2270,2
623000,3,2050,1
295000,2,650,1
700000,4,2780,2
482000,2,1300,2
770000,3,2730,2
310000,4,3140,1
720000,4,2410,2
355000,3,1180,1.5
512000,4,2600,2
303000,2,1400,3
299000,5,2220,1
285000,3,1660,2
680000,3,2330,1
285000,4,1440,1
707000,4,2920,1
690000,3,1760,1
872000,4,2860,2
290000,4,2090,1
425000,4,1910,1
925000,3,3280,1
340500,3,1770,1
365000,2,920,1
725000,3,1690,1
811000,3,2470,2
299000,3,1040,1
287500,4,1220,1
879950,4,3500,1
135900,2,760,1
1.23E+06,4,3070,1
522500,4,2100,1
399500,4,1660,1
450000,3,1430,1.5
218000,4,1620,1
289999,3,1490,1
540000,2,1170,1
324950,3,1240,1
718500,3,2910,2
495000,3,2660,1
260000,6,2220,1
430000,4,1920,1
402500,3,2780,2
1.42E+06,4,3110,2.5
275000,3,1820,1
250000,3,1765,2
665000,3,1800,1
425000,3,2650,1
760000,2,1410,1.5
447000,3,1650,2
205000,3,1180,1
191000,3,800,1
350000,2,1430,1
789888,5,3300,2
443000,2,1220,1
695000,4,3530,2
560000,4,1380,1.5
550000,3,1410,1
850000,2,3360,2
352750,4,2270,1
550000,4,2890,2
774900,5,1750,1.5
250000,3,1010,1
962800,4,3780,2
299500,3,1880,1
250000,2,800,1
745000,5,4720,2
279475,2,1060,1.5
450000,3,2530,2
307700,5,1980,1
665000,3,1650,1
375000,3,1890,2
420000,4,3360,2
148000,2,630,1
707000,3,1980,2
399000,3,990,1
570000,4,3420,2
853000,4,3440,2
400000,3,1300,1
615000,2,2040,1.5
463000,3,1250,1
600000,4,1960,1
429000,5,2720,1
980000,4,3250,2
359500,6,3190,2
715000,4,2570,2
240000,3,1420,1
455000,4,2120,1
610000,3,2080,1
675000,3,2740,2
283500,3,1250,1
235000,2,2150,1.5
827000,4,3230,1
353000,2,860,1
747500,4,2810,2
341000,2,1040,1
182000,3,1160,1
250000,3,1470,2
655000,4,2350,2
405000,3,1660,1
390000,4,2020,1
275400,2,890,1
791000,3,2430,2
424500,3,1460,1
430000,3,980,1
865000,4,2580,2
163000,2,1250,1
920000,4,3140,1
1.03E+06,5,2680,2
325000,3,1810,1
315000,5,2090,2
227000,4,1120,1
179000,4,1790,1.5
276000,2,870,1
335000,4,3160,1.5
430000,3,2350,1
266490,3,1810,2
655000,4,3160,1
635500,3,1660,1
235000,5,2500,1
885000,3,2880,2
352500,3,1470,1
450000,3,1460,2
3.64E+06,5,5490,2
1.05E+06,3,2480,1
476000,2,1140,3
375000,3,1830,2
600600,4,3110,2
567000,4,2630,1
650000,4,2390,1
190000,5,1750,1
858000,4,4370,1
435500,1,1020,1
685000,3,2500,1
252000,3,1540,2
512500,4,2200,2
423800,3,1940,2
460000,3,1453,2
434000,3,1830,2
244000,3,2000,1
348125,3,1400,1.5
585000,4,2400,2
230000,3,1390,1
450000,3,1680,1
393000,5,1820,1
517000,2,1140,1
400000,3,1060,1
890000,2,3050,2
205950,3,970,1
209000,3,1320,1.5
430000,4,1890,1
534000,4,2040,1.5
735000,4,2370,1.5
873000,3,2720,2
475000,4,1970,1
325000,3,2180,1
500000,3,2990,2
279000,4,2180,1
350000,3,1440,1
660000,4,3180,2
324950,2,1643,1
500000,4,1530,1
187300,2,1310,1
345600,5,2800,2.5
400000,3,1510,1
935000,5,2700,2
374000,4,2220,1
328000,3,1440,2
257500,3,1300,1
1.00E+06,4,2230,2
216500,2,1390,1
1.19E+06,3,2760,2
360000,4,3200,2
699999,3,1240,1
535000,3,1960,2
464950,3,2190,1
925000,4,3540,2
930000,3,2640,2
727500,3,2660,1.5
325000,4,1670,1
695000,3,3080,2
585000,4,2890,1
319000,3,1800,1
265000,6,2000,1.5
359000,5,1940,1.5
390000,5,1940,1.5
374500,3,960,1
661000,2,1750,2
900000,3,2320,2
600000,5,2380,1
2.00E+06,5,6490,2
512500,4,1620,1.5
229500,3,1770,1
589000,3,2320,2
539950,3,1330,3
640000,4,3420,2
218250,3,1270,1
675000,4,2550,2
338000,5,1860,2
231750,3,1020,1
199900,1,720,1
1.06E+06,4,4460,2
263000,4,1830,1
279950,3,1520,1
395000,3,1080,1.5
252500,3,1900,1
1.15E+06,4,5300,2
205000,3,1370,1
654000,5,2960,1
200000,3,960,1
700000,3,2190,2
2.72E+06,4,3990,2
306000,2,1200,1
270000,3,1780,2
340000,3,2630,2
450000,4,2300,1
580000,4,3210,1
435000,4,2290,1
690000,4,2780,2
720000,4,2650,2
403000,3,1840,1
440000,3,1560,1
178500,3,1200,1
270000,4,1900,1
129888,2,710,1
260000,3,1360,1
339950,5,2990,2
250000,3,1640,2
680000,3,3650,1
660000,10,2920,2
1.23E+06,3,3680,2
550000,3,1830,1
675000,5,2570,2
981000,3,2730,2
168000,3,1150,1.5
1.00E+06,4,4260,2
320000,3,1260,1
959000,6,4440,1
372000,4,2300,1
391500,3,1920,2
390000,2,1080,1.5
302000,2,890,1
495000,3,1650,2
504500,3,1820,3
555000,4,2320,1.5
1.55E+06,4,3260,2
550000,3,1730,1
1.80E+06,4,3320,2.5
655000,1,1660,1
685000,3,3290,2
721000,4,2280,1
1.52E+06,4,3650,1.5
365000,4,1620,2
458000,3,2020,1
280000,2,1150,1
628000,4,1940,1
781500,4,3440,2
295000,3,2000,1
435000,2,750,1
300000,3,1420,1
208500,2,880,1
930000,2,2680,1
316000,2,860,1
249900,3,1310,1
675000,3,1780,2
447000,3,1440,2
675000,3,1510,1.5
546000,4,2100,3
310000,3,1310,3
190000,3,1280,1
650000,3,1320,1
585000,3,1740,2
1.43E+06,4,2910,2
565000,4,2500,1
174900,3,1100,1.5
360000,3,1381,3
234000,3,960,1
575000,8,3840,1
315000,3,2200,2
225000,3,1250,1
370000,3,2380,1
606000,3,1500,1
272500,3,1410,1
475000,3,1680,1
270000,3,1500,1
624000,4,2710,1
355000,3,1730,1.5
345000,3,960,1
342000,4,2380,2
316000,3,1120,1.5
539950,4,2960,2
221347,3,1580,1
330000,3,1870,2
279000,4,1810,1
850000,4,2550,1.5
746000,3,1910,1
478000,2,1200,1
820000,4,2420,1.5
2.16E+06,3,3080,2
820000,3,3850,2
887000,3,3000,2
159000,3,1360,1
824000,7,3670,2
812000,4,2270,2
242000,4,1750,2
625000,4,3550,2
399888,4,2370,1.5
289000,3,1670,2
400000,3,1860,1
1.55E+06,3,4460,2
345000,2,1080,1
874950,2,1080,1
875000,3,2280,1
628990,4,2540,2
535000,2,2560,1
770126,4,2390,1
710000,4,2870,1
465000,3,1510,1
359000,3,2200,1
151000,2,720,1
820000,3,2970,2
160000,3,960,1
535000,4,1420,1.5
365000,3,1800,1
708000,4,3090,2
215000,3,1200,1
1.95E+06,4,4065,2
390000,4,2570,2
570000,3,1530,1
383000,3,1500,1
370000,4,2490,2
454000,4,3040,2
1.40E+06,5,4140,1
371000,4,1690,1
530000,3,1430,1
608000,4,2490,1
450000,3,1350,1
780000,4,3140,2
290000,4,2340,2
225000,3,1610,1
805000,4,3320,2
660000,3,2390,2
299000,3,1180,1
530000,2,1260,3
680000,3,1800,1
199900,4,1790,1
224000,3,1760,1
244000,3,1540,1
485000,4,1260,1
330000,4,2240,2
509000,4,1630,1.5
440000,4,2350,2
244000,3,1350,1
399700,4,1320,1
519000,4,1950,1.5
211000,4,2100,1
950000,3,3480,1
410000,3,1830,2
750000,4,2640,2
133400,3,900,1
240000,3,1553,1
539000,3,1710,2
688000,4,3400,2
465000,3,1270,1
936000,3,2960,1
620000,4,3040,2
429950,3,1430,1
296475,3,1520,2
330000,4,1820,1
445000,3,1800,1
846000,4,2720,2
725000,4,1980,1
369000,4,2550,2
625000,3,2210,1
535000,3,2120,2
229950,4,1570,1
229999,3,1310,1
850000,5,3150,2
589900,4,3870,2
513000,2,1840,1
401000,3,1120,1
260000,3,1440,2
525000,4,2300,1
470000,3,2070,1
205000,4,1420,1
620000,3,2010,1
229000,3,1200,1
445000,2,1150,1
215000,2,1240,1
504975,2,1900,2
495000,4,2350,2
205000,3,1120,1
152275,1,1020,1
586000,4,1930,1
779950,2,2680,1
557000,4,2660,2
610000,4,2200,1
405000,3,1010,1.5
320000,4,2310,2
356000,3,920,1
794500,5,3030,1.5
349000,3,1590,1
549000,4,2740,2
193000,3,960,1
700000,3,2240,2
523000,3,2400,2
565000,5,2860,1
500000,4,2960,2
1.45E+06,4,3770,2
710000,6,3830,2
333000,4,2750,1
580000,3,2100,1
289950,4,1500,1
375000,2,710,1
505000,2,2770,1.5
324950,3,2050,1
490000,4,1960,2
630000,4,1770,2
595000,3,3290,2
872500,4,1990,1
490000,2,1760,1
1.90E+06,4,5080,2
310000,2,1020,1
450000,3,1350,1
539000,3,1740,2
888550,3,3540,2
269950,3,1520,1
142000,0,290,1
300000,3,1310,1
780000,2,3000,1
545000,3,2660,2
278000,3,2120,2
342000,3,1200,2
190000,4,1900,1
387000,2,1010,3
279950,3,1850,2
550000,6,4520,2
439000,3,2010,2
774888,3,2420,1
480000,5,2732,1
835000,4,1910,1.5
1.50E+06,5,3520,2
771000,4,2220,1.5
1.23E+06,4,2020,1
600000,4,2090,1
305000,3,1580,1
1.39E+06,5,2650,1
216500,3,1020,1
370000,3,1070,2
492650,4,2120,1
431200,5,1360,1
277500,4,1700,2
278000,5,1820,1
351000,4,1430,1
850000,4,4140,2
885000,2,1313,1
399950,3,1590,1
185000,3,1080,1
440000,5,2730,1
2.40E+06,4,3800,2
299000,3,2540,1
299500,3,1810,1
420000,3,1540,1
234000,4,1390,1
540000,2,1460,1
649950,4,2350,2
330000,3,1160,1
840000,4,3500,2
370000,3,1980,2
410000,3,1250,1
257000,2,770,1
350000,3,1920,1
380000,2,1120,1
344000,3,1150,1
488000,3,1590,3
465000,3,910,1
229500,2,1870,1
445000,5,2420,2
246000,4,2120,1.5
545000,5,2730,1
518000,4,2560,2
565000,4,2620,2
445000,4,2760,2
968000,5,2900,1
725000,3,1820,1
315500,3,1870,1
487585,4,2010,1
246500,2,940,1
819000,3,1850,1.5
349900,5,2530,2
267000,3,940,1
480000,3,1820,1
525000,2,1510,1
578000,4,2070,2
345000,3,1380,3
499000,3,1270,1
425000,3,1390,1
